Date_Listened,Song_Name,Artist,Feature_Artists,Album,Duration,Genre,Subgenre,Tempo_BPM,Key_Signature,Album_Release_Date
2023/02/06,Kinda Like It,Black Atlass,,Pain & Pleasure,265,R&B,Alternative R&B,83,B Minor,2018/07/12
2023/02/06,Single,The Neighbourhood,,Wiped Out!,262,Rock,Alternative Rock,54,D Minor,2015/10/30
2023/02/06,In Too Deep,Artie J,,Trap Girls Club,271,R&B,Trap Soul,152,A# Minor,2021/01/10
2023/02/06,More 2 Us,TYuS,,More 2 Us,228,R&B,Trap Soul,74,F# Minor,2020/06/16
2023/02/06,Stick Talk,Future,,DS2 (Deluxe),171,Hip-Hop,Trap,160,G Major,2015/07/17
2023/02/06,Where Ya At (feat. Drake),Future,Drake,DS2 (Deluxe),208,Hip-Hop,Trap,162,C# Major,2015/07/17
2023/02/06,Get Even,PLAZA,,Nocturnes,200,R&B,Alternative R&B,155,F Minor,2021/10/01
2023/02/06,R.I.P. 2 My Youth,The Neighbourhood,,Wiped Out!,205,Rock,Alternative Rock,94,G Minor,2015/10/30
2023/02/06,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/06,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/06,Heartbreaker,Tilladre,,Heartbreaker,234,R&B,Alternative R&B,82,A Major,2020/08/28
2023/02/06,Twenty Eight,The Weeknd,,Trilogy,258,R&B,Alternative R&B,130,D# Minor,2012/11/13
2023/02/06,Often,The Weeknd,,Beauty Behind The Madness,249,R&B,Alternative R&B,134,G Minor,2015/08/28
2023/02/06,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/06,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/06,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/06,WAIT FOR U (feat. Drake & Tems),Future,"Drake, Tems",I NEVER LIKED YOU,189,Hip-Hop,Trap,83,C# Major,2022/04/29
2023/02/06,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/06,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/06,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/06,MAFIA,Travis Scott,,ESCAPE PLAN / MAFIA,240,Hip-Hop,Trap,110,C Minor,2021/11/05
2023/02/06,White Dress,Lana Del Rey,,Chemtrails Over The Country Club,333,Pop,Indie Pop,123,C Major,2021/03/19
2023/02/06,Hold you up (feat. Annahstasia & Steven Bamidele),KayCyy,"Annahstasia, Steven Bamidele",Get Used To It ,236,Soul,Alternative Soul,200,A# Minor,2022/06/02
2023/02/06,Let The Smokers Shine The Coupes,Pusha T,,It's Almost Dry,150,Hip-Hop,Rap,99,C# Major,2022/04/22
2023/02/06,Diet Coke,Pusha T,,It's Almost Dry,180,Hip-Hop,Rap,164,A# Minor,2022/04/22
2023/02/06,Mask Off,Future,,FUTURE,204,Hip-Hop,Trap,150,D Major,2017/06/30
2023/02/06,FREAK IN YOU,PARTYNEXTDOOR,,COLOURS 2,272,R&B,Contemporary R&B,87,C# Major,2017/06/02
2023/02/07,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/07,Massage In My Room,Future,,FUTURE,155,Hip-Hop,Trap,76,C# Major,2017/06/30
2023/02/07,No Romance,Lyfe Harris,,Since We're Here,137,R&B,Trap Soul,105,G Major,2020/04/04
2023/02/07,Mission,Norman Perry,,Way Darker This Time,127,R&B,Trap Soul,136,F# Minor,2020/04/10
2023/02/07,Medals,Lyfe Harris,,Since We're Here,148,R&B,Trap Soul,102,102,2020/04/04
2023/02/07,Uncontrollable,Artie J,,Emotional Indulgence,141,R&B,Trap Soul,112,A# Major,2021/10/08
2023/02/07,Fly Gyal,Artie J,,Emotional Indulgence,180,R&B,Trap Soul,140,B Minor,2021/10/08
2023/02/07,Backseat,Joe Trufant,,Fall Through 2,209,R&B,Contemporary R&B,102,D Minor,2020/04/10
2023/02/07,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/07,Break From Toronto,PARTYNEXTDOOR,,PARTYNEXTDOOR,99,R&B,Trap Soul,117,A Major,2013/07/01
2023/02/07,Extra,Future,,SAVE ME,173,Hip-Hop,Trap,106,G# Minor,2019/06/07
2023/02/07,Redbone,Era,,Redbone,179,R&B,Trap Soul,91,C# Minor,2020/03/20
2023/02/07,Where Ya At (feat. Drake),Future,Drake,DS2 (Deluxe),208,Hip-Hop,Trap,162,C# Major,2015/07/17
2023/02/07,Mask Off,Future,,FUTURE,204,Hip-Hop,Trap,150,D Major,2017/06/30
2023/02/07,Lie To Me,Black Atlass,,Dream Awake,210,R&B,Alternative R&B,158,B Minor,2020/04/03
2023/02/07,Run This,PLAZA,,SHADOW,233,R&B,Alternative R&B,114,D# Minor,2017/06/11
2023/02/07,MEDICINE,Lyfe Harris,,ENIGMA,163,R&B,Trap Soul,85,F# Minor,2022/02/18
2023/02/07,Stick Talk,Future,,DS2 (Deluxe),171,Hip-Hop,Trap,160,G Major,2015/07/17
2023/02/07,Belong To The World,The Weeknd,,Kiss Land,307,R&B,Alternative R&B,121,F Minor,2013/01/01
2023/02/07,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/07,Diamond,Norman Perry,,XX2,134,R&B,Trap Soul,129,C# Minor,2018/10/02
2023/02/07,WAIT FOR U (feat. Drake & Tems),Future,"Drake, Tems",I NEVER LIKED YOU,189,Hip-Hop,Trap,83,C# Major,2022/04/29
2023/02/07,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/07,Low Life (feat. The Weeknd),Future,The Weeknd,EVOL,313,Hip-Hop,Trap,144,G# Major,2016/04/13
2023/02/07,Hold you up (feat. Annahstasia & Steven Bamidele),KayCyy,"Annahstasia, Steven Bamidele",Get Used To It ,236,Soul,Alternative Soul,200,A# Minor,2022/06/02
2023/02/07,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/07,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/07,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/07,Like That,Norman Perry,,XX2,240,R&B,Trap Soul,90,B Minor,2018/10/02
2023/02/08,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
2023/02/08,The Fall,The Weeknd,,Trilogy,345,R&B,Alternative R&B,75,C# Major,2012/11/13
2023/02/08,WEST DISTRICT,PARTYNEXTDOOR,,PARTYPACK,303,R&B,Trap Soul,95,C# Major,2020/10/16
2023/02/08,Loft Music,The Weeknd,,Trilogy,363,R&B,Alternative R&B,172,F# Minor,2012/11/13
2023/02/08,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/08,Heartbreaker,Tilladre,,Heartbreaker,234,R&B,Alternative R&B,82,A Major,2020/08/28
2023/02/08,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/08,Cash Flow,TYuS,,Cash Flow,194,R&B,Trap Soul,99,G# Major,2015/11/24
2023/02/08,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/08,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/08,Lie To Me,Black Atlass,,Dream Awake,210,R&B,Alternative R&B,158,B Minor,2020/04/03
2023/02/08,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/08,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/08,I Want Her Too,Artie J,,Emotional Indulgence,172,R&B,Trap Soul,90,B Minor,2021/10/08
2023/02/08,the BLACK seminole.,Lil Yatchy,,Let’s Start Here,411,Rock,Psychadelic Rock,114,A Minor,2023/01/27
2023/02/08,the ride-,Lil Yatchy,,Let’s Start Here,190,Rock,Psychadelic Rock,152,C# Minor,2023/01/27
2023/02/08,running out of time,Lil Yatchy,,Let’s Start Here,269,Rock,Psychadelic Rock,90,A Major,2023/01/27
2023/02/08,pRETTy,Lil Yatchy,,Let’s Start Here,162,Rock,Psychadelic Rock,128,F Major,2023/01/27
2023/02/08,:(failure(:,Lil Yatchy,,Let’s Start Here,167,Rock,Psychadelic Rock,142,F Minor,2023/01/27
2023/02/08,pRETTy,Lil Yatchy,,Let’s Start Here,162,Rock,Psychadelic Rock,128,F Major,2023/01/27
2023/02/08,Sundress,A$AP Rocky,,Sundress,158,Rock,Psychadelic Rock,125,F# Major,2018/11/20
2023/02/08,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/08,AMERICAN MUSCLE,Thouxanbanfauni,,CLAIRVOYANCE,156,Hip-Hop,Vapor Trap,160,A# Minor,2020/07/21
2023/02/08,ULTRA VIOLET,Thouxanbanfauni,,CLAIRVOYANCE,157,Hip-Hop,Vapor Trap,160,C# Minor,2020/07/21
2023/02/08,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/08,R.I.P.,Playboi Carti,,Die Lit,192,Hip-Hop,Vapor Trap,140,G# Major,2018/05/11
2023/02/08,Fell In Luv (feat. Bryson Tiller),Playboi Carti,Bryson Tiller,Die Lit,206,Hip-Hop,Vapor Trap,163,D Major,2018/05/11
2023/02/08,Self-Made,Bryson Tiller,,True to Self,167,Hip-Hop,Trap,143,G Minor,2017/05/26
2023/02/08,Exchange,Bryson Tiller,,T R A P S O U L,194,R&B,Trap Soul,160,F# Major,2015/10/02
2023/02/08,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/08,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/08,Between Us (feat. 21 Savage),TYuS,21 Savage,Between Us (feat. 21 Savage),263,R&B,Trap Soul,111,C# Major,2017/06/30
2023/02/08,Cash Flow,TYuS,,Cash Flow,194,R&B,Trap Soul,99,G# Major,2015/11/24
2023/02/08,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/09,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,"JID, J. Cole, Kenny Mason, Sheck Wes",D-Day: A Gangsta Grillz Mixtape,309,Hip-Hop,Trap,119,G Major,2022/03/31
2023/02/09,Diamond,Norman Perry,,XX2,134,R&B,Trap Soul,129,C# Minor,2018/10/02
2023/02/09,MAFIA,Travis Scott,,ESCAPE PLAN / MAFIA,240,Hip-Hop,Trap,110,C Minor,2021/11/05
2023/02/09,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/09,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/09,Exchange,Bryson Tiller,,T R A P S O U L,194,R&B,Trap Soul,160,F# Major,2015/10/02
2023/02/09,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/09,Belong To The World,The Weeknd,,Kiss Land,307,R&B,Alternative R&B,121,F Minor,2013/01/01
2023/02/09,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/09,Diet Coke,Pusha T,,It's Almost Dry,180,Hip-Hop,Rap,164,A# Minor,2022/04/22
2023/02/09,WAIT FOR U (feat. Drake & Tems),Future,"Drake, Tems",I NEVER LIKED YOU,189,Hip-Hop,Trap,83,C# Major,2022/04/29
2023/02/09,White Dress,Lana Del Rey,,Chemtrails Over The Country Club,333,Pop,Indie Pop,123,C Major,2021/03/19
2023/02/09,Mask Off,Future,,FUTURE,204,Hip-Hop,Trap,150,D Major,2017/06/30
2023/02/09,White Dress,Lana Del Rey,,Chemtrails Over The Country Club,333,Pop,Indie Pop,123,C Major,2021/03/19
2023/02/09,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/09,Pretty Little Fears (feat. J. Cole),6LACK,J. Cole,East Atlanta Love Letter,240,R&B,Trap Soul,192,A Major,2018/09/14
2023/02/09,Never Know,6LACK,,FREE 6LACK,249,R&B,Trap Soul,95,F Minor,2016/11/18
2023/02/09,Rules,6LACK,,FREE 6LACK,211,R&B,Trap Soul,147,G# Minor,2016/11/18
2023/02/09,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/09,Free,6LACK,,FREE 6LACK,263,R&B,Trap Soul,124,D Major,2016/11/18
2023/02/09,Learn Ya,6LACK,,FREE 6LACK,215,R&B,Trap Soul,82,C Minor,2016/11/18
2023/02/09,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/09,Luving U,6LACK,,FREE 6LACK,252,R&B,Trap Soul,122,A# Major,2016/11/18
2023/02/09,High For This,The Weeknd,,Trilogy,247,R&B,Alternative R&B,75,B Minor,2012/11/13
2023/02/09,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
2023/02/09,Summer Sauga,Hiddenhillsforever,,Summer Sauga,227,R&B,Trap Soul,90,A# Minor,2021/09/03
2023/02/09,Endless,Hiddenhillsforever,,Hell Of A Night,208,Hip-Hop,Trap,157,D Major,2021/05/07
2023/02/09,Hold Up,PLAZA,,One,182,R&B,Alternative R&B,127,D Minor,2016/08/29
2023/02/09,pRETTy,Lil Yatchy,,Let’s Start Here,162,Rock,Psychadelic Rock,128,F Major,2023/01/27
2023/02/09,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/09,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/09,Full Speed Ahead,Lyfe Harris,,Nothing New,176,R&B,Trap Soul,154,G Minor,2021/02/10
2023/02/09,Serial Killer,Lyfe Harris,,Nothing New,202,R&B,Trap Soul,110,F Minor,2021/02/10
2023/02/09,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/09,Designer,Lyfe Harris,,Nothing New,198,R&B,Trap Soul,144,F# Minor,2021/02/10
2023/02/09,Emotion,Lyfe Harris,,Nothing New,214,R&B,Trap Soul,119,C# Minor,2021/02/10
2023/02/09,After Dollars Interlude,Lyfe Harris,,Nothing New,148,R&B,Trap Soul,97,F Minor,2021/02/10
2023/02/10,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/10,Never Know,6LACK,,FREE 6LACK,249,R&B,Trap Soul,95,F Minor,2016/11/18
2023/02/10,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/10,Glock Six - Bonus,6LACK,,FREE 6LACK,190,R&B,Trap Soul,83,B Minor,2016/11/18
2023/02/10,Endless,Hiddenhillsforever,,Hell Of A Night,208,Hip-Hop,Trap,157,D Major,2021/05/07
2023/02/10,pRETTy,Lil Yatchy,,Let’s Start Here,162,Rock,Psychadelic Rock,128,F Major,2023/01/27
2023/02/10,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/10,R.I.P.,Playboi Carti,,Die Lit,192,Hip-Hop,Vapor Trap,140,G# Major,2018/05/11
2023/02/10,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/10,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/10,A$AP Forever (feat. Moby),A$AP Rocky,Moby,A$AP Forever (feat. Moby),233,Hip-Hop,Experimental Hip-Hop,126,A# Minor,2018/04/05
2023/02/10,Changes,A$AP Rocky,,TESTING,314,Hip-Hop,Experimental Hip-Hop,137,D# Major,2018/05/25
2023/02/10,More 2 Us,TYuS,,More 2 Us,228,R&B,Trap Soul,74,F# Minor,2020/06/16
2023/02/10,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/10,All Night,PLAZA,,One,201,R&B,Alternative R&B,113,A# Major,2016/08/29
2023/02/10,Lie To Me,Black Atlass,,Dream Awake,210,R&B,Alternative R&B,158,B Minor,2020/04/03
2023/02/10,Designer,Lyfe Harris,,Nothing New,198,R&B,Trap Soul,144,F# Minor,2021/02/10
2023/02/10,Locations,LVNDVN,,HYPRWRLD,219,R&B,Alternative R&B,92,B Minor,2019/04/12
2023/02/10,Use Me,PLAZA,,Nocturnes,238,R&B,Alternative R&B,147,B Minor,2021/10/01
2023/02/10,Get Even,PLAZA,,Nocturnes,200,R&B,Alternative R&B,155,F Minor,2021/10/01
2023/02/10,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/10,Coming Down,The Weeknd,,Trilogy,295,R&B,Alternative R&B,121,D Minor,2012/11/13
2023/02/10,Someone Else,Norman Perry,,Way Darker This Time,185,R&B,Trap Soul,89,A# Minor,2020/04/10
2023/02/10,Bentley Keys,Lyfe Harris,,Bentley Keys,145,R&B,Trap Soul,108,F Minor,2020/10/23
2023/02/10,Rebel,Norman Perry,,Way Darker This Time,153,R&B,Trap Soul,125,D# Minor,2020/04/10
2023/02/10,Chasing,Artie J,,I Hate Pretty Girls,218,R&B,Trap Soul,120,C# Minor,2020/02/16
2023/02/10,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/11,Bentley Keys,Lyfe Harris,,Bentley Keys,145,R&B,Trap Soul,108,F Minor,2020/10/23
2023/02/11,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/11,Hamptons,Lyfe Harris,,Hamptons,168,R&B,Trap Soul,97,C# Minor,2020/09/24
2023/02/11,The Party & The After Party,The Weeknd,,Trilogy,459,R&B,Alternative R&B,204,F Minor,2012/11/13
2023/02/11,Tell Your Friends,The Weeknd,,Beauty Behind The Madness,334,R&B,Contemporary R&B,75,C# Minor,2015/08/28
2023/02/11,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/11,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/11,FALLING,Che Ecru,,PREJECTION,134,R&B,Indie R&B,100,B Minor,2020/05/15
2023/02/11,Wus Good / Curious,PARTYNEXTDOOR,,PARTYNEXTDOOR,212,R&B,Trap Soul,83,B Major,2013/07/01
2023/02/11,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/11,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/11,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/11,Wanting You,PLAZA,,One,240,R&B,Alternative R&B,112,F# Minor,2016/08/29
2023/02/11,Turn On Me,Future,,HNDRXX,264,Hip-Hop,Trap,127,B Major,2017/07/27
2023/02/11,Sainted,Norman Perry,,Way Darker This Time,192,R&B,Trap Soul,140,G Minor,2020/04/10
2023/02/11,Tell Your Friends,The Weeknd,,Beauty Behind The Madness,334,R&B,Contemporary R&B,75,C# Minor,2015/08/28
2023/02/11,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/11,Full Speed Ahead,Lyfe Harris,,Nothing New,176,R&B,Trap Soul,154,G Minor,2021/02/10
2023/02/11,Pawn,Lyfe Harris,,Since We're Here,153,R&B,Trap Soul,100,E Major,2020/04/04
2023/02/11,Crash,PLAZA,,Crash,231,R&B,Alternative R&B,118,G Minor,2022/02/25
2023/02/11,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/11,MEDICINE,Lyfe Harris,,ENIGMA,163,R&B,Trap Soul,85,F# Minor,2022/02/18
2023/02/11,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/11,Like That,Norman Perry,,XX2,240,R&B,Trap Soul,90,B Minor,2018/10/02
2023/02/11,Low Life (feat. The Weeknd),Future,The Weeknd,EVOL,313,Hip-Hop,Trap,144,G# Major,2016/04/13
2023/02/11,Diet Coke,Pusha T,,It's Almost Dry,180,Hip-Hop,Rap,164,A# Minor,2022/04/22
2023/02/11,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/11,Let The Smokers Shine The Coupes,Pusha T,,It's Almost Dry,150,Hip-Hop,Rap,99,C# Major,2022/04/22
2023/02/11,Twenty Eight,The Weeknd,,Trilogy,258,R&B,Alternative R&B,130,D# Minor,2012/11/13
