Date_Listened,Song_Name,Artist,Feature_Artists,Album,Duration,Genre,Subgenre,Tempo_BPM,Key_Signature,Album_Release_Date
2023/02/18,Twisted Paradise,Artie J,,Twisted Paradise,272,R&B,Trap Soul,145,E Minor,2021/05/10
2023/02/18,I Want You,Artie J,,I Hate Pretty Girls,187,R&B,Trap Soul,110,C# Major,2020/02/16
2023/02/18,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/18,Use Me,PLAZA,,Nocturnes,238,R&B,Alternative R&B,147,B Minor,2021/10/01
2023/02/18,Love Thy Enemies,Future,,SAVE ME,127,R&B,Trap Soul,100,G Major,2019/06/07
2023/02/18,Paranoia / #1 Stunna,FXXXXY,,Do You Trust Me?,193,Hip-Hop,Trap,113,E Minor,2020/12/11
2023/02/18,Diamond,Norman Perry,,XX2,134,R&B,Trap Soul,129,C# Minor,2018/10/02
2023/02/18,Backseat,Joe Trufant,,Fall Through 2,209,R&B,Contemporary R&B,102,D Minor,2020/04/10
2023/02/18,Between Us (feat. 21 Savage),TYuS,21 Savage,Between Us (feat. 21 Savage),263,R&B,Trap Soul,111,C# Major,2017/06/30
2023/02/18,"Fine Whine (feat. Joe Fox, Future & M.I.A.)",A$AP Rocky," Joe Fox, Future, M.I.A.",AT.LONG.LAST.A$AP,218,Hip-Hop,Psychadelic Hip-Hop,114,C# Major,2015/05/26
2023/02/18,Holy Ghost (feat. Joe Fox),A$AP Rocky,Joe Fox,AT.LONG.LAST.A$AP,191,Hip-Hop,Psychadelic Hip-Hop,76,A# Minor,2015/05/26
2023/02/18,Rebel,Norman Perry,,Way Darker This Time,153,R&B,Trap Soul,125,D# Minor,2020/04/10
2023/02/18,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/18,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/18,AMERICAN MUSCLE,Thouxanbanfauni,,CLAIRVOYANCE,156,Hip-Hop,Vapor Trap,160,A# Minor,2020/07/21
2023/02/18,No Time (feat. Gunna),Playboi Carti,,Die Lit,219,Hip-Hop,Vapor Trap,140,F Minor,2018/05/11
2023/02/18,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/18,NOSTYLIST,Destroy Lonely,,NO STYLIST,180,Hip-Hop,Vapor Trap,160,B Minor,2022/08/12
2023/02/18,VETERAN (feat. Ken Carson),Destroy Lonely,Ken Carson,NO STYLIST,176,Hip-Hop,Vapor Trap,147,D Major,2022/08/12
2023/02/18,Murda Musik (feat. Destroy Lonely),Ken Carson,Destroy Lonely,X,176,Hip-Hop,Vapor Trap,156,C# Major,2022/07/08
2023/02/18,Pretty Little Fears (feat. J. Cole),6LACK,J. Cole,East Atlanta Love Letter,240,R&B,Trap Soul,192,A Major,2018/09/14
2023/02/18,East Atlanta Love Letter (feat. Future),6LACK,Future,East Atlanta Love Letter,246,R&B,Trap Soul,61,F Minor,2018/09/14
2023/02/18,Glock Six - Bonus,6LACK,,FREE 6LACK,190,R&B,Trap Soul,83,B Minor,2016/11/18
2023/02/18,Never Know,6LACK,,FREE 6LACK,249,R&B,Trap Soul,95,F Minor,2016/11/18
2023/02/18,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/18,Replay,KayCyy,,Get Used To It ,182,Hip-Hop,Vapor Trap,130,B Minor,2022/06/02
2023/02/18,Murda Musik (feat. Destroy Lonely),Ken Carson,Destroy Lonely,X,176,Hip-Hop,Vapor Trap,156,C# Major,2022/07/08
2023/02/18,Top Floor,Lyfe Harris,,Since We're Here,126,R&B,Trap Soul,106,C# Minor,2020/04/04
2023/02/18,Wall Maria,FRVRFRIDAY,,Wall Maria,148,Hip-Hop,Trap,120,D# Minor,2018/10/12
2023/02/18,Karma,PLAZA,,SHADOW,305,R&B,Alternative R&B,121,F# Minor,2017/06/11
2023/02/18,Moon Lit District,LVNDVN,,Moon Lit District,295,R&B,Alternative R&B,112,A# Minor,2017/09/15
2023/02/18,TIME FOR YOU,FRVRFRIDAY,,TIME FOR YOU,203,R&B,Trap Soul,125,F Minor,2021/03/05
2023/02/18,Over,PLAZA,,SHADOW,268,R&B,Alternative R&B,66,D Minor,2017/06/11
2023/02/18,Redbone,Era,,Redbone,179,R&B,Trap Soul,91,C# Minor,2020/03/20
2023/02/18,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/18,MEDICINE,Lyfe Harris,,ENIGMA,163,R&B,Trap Soul,85,F# Minor,2022/02/18
2023/02/18,Wanderlust,The Weeknd,,Kiss Land,306,R&B,Alternative R&B,116,C# Minor,2013/01/01
2023/02/18,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
2023/02/18,Changes,A$AP Rocky,,TESTING,314,Hip-Hop,Experimental Hip-Hop,137,D# Major,2018/05/25
2023/02/18,Excuse Me,A$AP Rocky,,AT.LONG.LAST.A$AP,238,Hip-Hop,Psychadelic Hip-Hop,122,G# Major,2015/05/26
2023/02/18,Flip,Future,,FUTURE,254,Hip-Hop,Trap,146,A Major,2017/06/30
2023/02/18,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/18,Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky,,AT.LONG.LAST.A$AP,126,Hip-Hop,Rap,208,F# Major,2015/05/26
2023/02/18,Night After Night,Black Atlass,,Dream Awake,183,R&B,Alternative R&B,160,F Minor,2020/04/03
2023/02/18,POA,Future,,FUTURE,248,Hip-Hop,Trap,148,B Minor,2017/06/30
2023/02/18,FWU,Artie J,,Trap Girls Club,201,R&B,Trap Soul,134,A# Minor,2021/01/10
2023/02/18,Still Alive,PLAZA,,Nocturnes,198,R&B,Alternative R&B,147,G Minor,2021/10/01
2023/02/18,L$D,A$AP Rocky,,AT.LONG.LAST.A$AP,238,R&B,Alternative R&B,120,D Major,2015/05/26
2023/02/18,Tragedy,PLAZA,,Tragedy,233,R&B,Alternative R&B,85,D# Minor,2015/05/26
2023/02/19,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/19,Twenty Eight,The Weeknd,,Trilogy,258,R&B,Alternative R&B,130,D# Minor,2012/11/13
2023/02/19,Break From Toronto,PARTYNEXTDOOR,,PARTYNEXTDOOR,99,R&B,Trap Soul,117,A Major,2013/07/01
2023/02/19,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/19,Still Alive,PLAZA,,Nocturnes,198,R&B,Alternative R&B,147,G Minor,2021/10/01
2023/02/19,Loft Music,The Weeknd,,Trilogy,363,R&B,Alternative R&B,172,F# Minor,2012/11/13
2023/02/19,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/19,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/19,Locations,LVNDVN,,HYPRWRLD,219,R&B,Alternative R&B,92,B Minor,2019/04/12
2023/02/19,Bring It Back (with Mike WiLL Made-It feat. Drake),Trouble,"Mike WiLL Made-It, Drake",Edgewood (41E Edition),255,Hip-Hop,Trap,152,F# Minor,2018/10/26
2023/02/19,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/19,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/19,Salty,Lyfe Harris,,Since We're Here,134,R&B,Trap Soul,94,C# Minor,2020/04/04
2023/02/19,Bentley Keys,Lyfe Harris,,Bentley Keys,145,R&B,Trap Soul,108,F Minor,2020/10/23
2023/02/19,Loft Music,The Weeknd,,Trilogy,363,R&B,Alternative R&B,172,F# Minor,2012/11/13
2023/02/19,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/19,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/19,Top Floor,Lyfe Harris,,Since We're Here,126,R&B,Trap Soul,106,C# Minor,2020/04/04
2023/02/19,Palace,A$AP Rocky,,LIVE.LOVE.A$AP,162,Hip-Hop,East Coast Hip-Hop,134,G Major,2011/10/31
2023/02/19,I Want Her Too,Artie J,,Emotional Indulgence,172,R&B,Trap Soul,90,B Minor,2021/10/08
2023/02/19,Tattoed Lyrics,Artie J,,Emotional Indulgence,209,R&B,Trap Soul,83,F Major,2021/10/08
2023/02/19,Fly Gyal,Artie J,,Emotional Indulgence,180,R&B,Trap Soul,140,B Minor,2021/10/08
2023/02/19,Uncontrollable,Artie J,,Emotional Indulgence,141,R&B,Trap Soul,112,A# Major,2021/10/08
2023/02/19,Excuse Me,A$AP Rocky,,AT.LONG.LAST.A$AP,238,Hip-Hop,Psychadelic Hip-Hop,122,G# Major,2015/05/26
2023/02/19,Dark Hearted,Freddie Gibbs,,$oul $old $eparately,205,Hip-Hop,Rap,96,D# Minor,2022/09/30
2023/02/19,It's Lifted,Robb Bank$,Trippie Redd,It's Lifted,142,Hip-Hop,Vapor Trap,122,A# Minor,2022/03/14
2023/02/19,Like That,Norman Perry,,XX2,240,R&B,Trap Soul,90,B Minor,2018/10/02
2023/02/19,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/19,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/19,Mask Off,Future,,FUTURE,204,Hip-Hop,Trap,150,D Major,2017/06/30
2023/02/19,MAFIA,Travis Scott,,ESCAPE PLAN / MAFIA,240,Hip-Hop,Trap,110,C Minor,2021/11/05
2023/02/19,Crash,PLAZA,,Crash,231,R&B,Alternative R&B,118,G Minor,2022/02/25
2023/02/19,Diamond,Norman Perry,,XX2,134,R&B,Trap Soul,129,C# Minor,2018/10/02
2023/02/19,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/19,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/19,OKAY!,KayCyy,Gesaffelstein,TW20 50,275,Hip-Hop,Vapor Trap,121,C Minor,2022/03/11
2023/02/19,Remember,PLAZA,,Nocturnes,212,R&B,Alternative R&B,122,E Minor,2021/10/01
2023/02/19,FREAK IN YOU,PARTYNEXTDOOR,,COLOURS 2,272,R&B,Contemporary R&B,87,C# Major,2017/06/02
2023/02/19,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),Dreamville,"JID, J. Cole, Kenny Mason, Sheck Wes",D-Day: A Gangsta Grillz Mixtape,309,Hip-Hop,Trap,119,G Major,2022/03/31
2023/02/19,Too Many Times,Norman Perry,,XX2,200,R&B,Trap Soul,102,D Major,2018/10/02
2023/02/19,Low Life (feat. The Weeknd),Future,The Weeknd,EVOL,313,Hip-Hop,Trap,144,G# Major,2016/04/13
2023/02/19,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/19,From The Garden (feat. Lil Uzi Vert),Isaiah Rashad,Lil Uzi Vert,The House Is Burning,189,Hip-Hop,Southern Hip-Hop,142,F# Minor,2021/07/30
2023/02/19,White Dress,Lana Del Rey,,Chemtrails Over The Country Club,333,Pop,Indie Pop,123,C Major,2021/03/19
2023/02/19,Belong To The World,The Weeknd,,Kiss Land,307,R&B,Alternative R&B,121,F Minor,2013/01/01
2023/02/19,The Fall,The Weeknd,,Trilogy,345,R&B,Alternative R&B,75,C# Major,2012/11/13
2023/02/19,A$AP Forever (feat. Moby),A$AP Rocky,Moby,A$AP Forever (feat. Moby),233,Hip-Hop,Experimental Hip-Hop,126,A# Minor,2018/04/05
2023/02/19,After Dollars Interlude,Lyfe Harris,,Nothing New,148,R&B,Trap Soul,97,F Minor,2021/02/10
2023/02/19,Emotion,Lyfe Harris,,Nothing New,214,R&B,Trap Soul,119,C# Minor,2021/02/10
2023/02/19,AMERICAN MUSCLE,Thouxanbanfauni,,CLAIRVOYANCE,156,Hip-Hop,Vapor Trap,160,A# Minor,2020/07/21
2023/02/19,The Party & The After Party,The Weeknd,,Trilogy,459,R&B,Alternative R&B,204,F Minor,2012/11/13
2023/02/19,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/19,Tell Your Friends,The Weeknd,,Beauty Behind The Madness,334,R&B,Contemporary R&B,75,C# Minor,2015/08/28
2023/02/19,Excuse Me,A$AP Rocky,,AT.LONG.LAST.A$AP,238,Hip-Hop,Psychadelic Hip-Hop,122,G# Major,2015/05/26
2023/02/19,Wus Good / Curious,PARTYNEXTDOOR,,PARTYNEXTDOOR,212,R&B,Trap Soul,83,B Major,2013/07/01
2023/02/19,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/19,Moon Lit District,LVNDVN,,Moon Lit District,295,R&B,Alternative R&B,112,A# Minor,2017/09/15
2023/02/19,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/19,Salty,Lyfe Harris,,Since We're Here,134,R&B,Trap Soul,94,C# Minor,2020/04/04
2023/02/20,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/20,Salty,Lyfe Harris,,Since We're Here,134,R&B,Trap Soul,94,C# Minor,2020/04/04
2023/02/20,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/20,Crash,PLAZA,,Crash,231,R&B,Alternative R&B,118,G Minor,2022/02/25
2023/02/20,Remember,PLAZA,,Nocturnes,212,R&B,Alternative R&B,122,E Minor,2021/10/01
2023/02/20,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/20,It's Lifted,Robb Bank$,Trippie Redd,It's Lifted,142,Hip-Hop,Vapor Trap,122,A# Minor,2022/03/14
2023/02/20,R.I.P.,Playboi Carti,,Die Lit,192,Hip-Hop,Vapor Trap,140,G# Major,2018/05/11
2023/02/20,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/20,Chemtrails Over The Country Club,Lana Del Rey,,Chemtrails Over The Country Club,271,Pop,Indie Pop,201,E Minor,2021/03/19
2023/02/20,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/20,FREAK IN YOU,PARTYNEXTDOOR,,COLOURS 2,272,R&B,Contemporary R&B,87,C# Major,2017/06/02
2023/02/20,Too Many Times,Norman Perry,,XX2,200,R&B,Trap Soul,102,D Major,2018/10/02
2023/02/20,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/20,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/20,Twenty Eight,The Weeknd,,Trilogy,258,R&B,Alternative R&B,130,D# Minor,2012/11/13
2023/02/20,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/20,FALLING,Che Ecru,,PREJECTION,134,R&B,Indie R&B,100,B Minor,2020/05/15
2023/02/20,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/20,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/20,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/20,Often,The Weeknd,,Beauty Behind The Madness,249,R&B,Alternative R&B,134,G Minor,2015/08/28
2023/02/20,Turn On Me,Future,,HNDRXX,264,Hip-Hop,Trap,127,B Major,2017/07/27
2023/02/20,Cash Flow,TYuS,,Cash Flow,194,R&B,Trap Soul,99,G# Major,2015/11/24
2023/02/20,Bring It Back (with Mike WiLL Made-It feat. Drake),Trouble,"Mike WiLL Made-It, Drake",Edgewood (41E Edition),255,Hip-Hop,Trap,152,F# Minor,2018/10/26
2023/02/21,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/21,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/21,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/21,I Want Her Too,Artie J,,Emotional Indulgence,172,R&B,Trap Soul,90,B Minor,2021/10/08
2023/02/21,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/21,Fell In Luv (feat. Bryson Tiller),Playboi Carti,Bryson Tiller,Die Lit,206,Hip-Hop,Vapor Trap,163,D Major,2018/05/11
2023/02/21,Murda Musik (feat. Destroy Lonely),Ken Carson,Destroy Lonely,X,176,Hip-Hop,Vapor Trap,156,C# Major,2022/07/08
2023/02/21,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/21,Freestyle 2,Ken Carson,,X,138,Hip-Hop,Vapor Trap,96,C# Minor,2022/07/08
2023/02/21,Rock N Roll,Ken Carson,,Project X,148,Hip-Hop,Vapor Trap,142,C# Major,2021/07/23
2023/02/21,Hell Yeah,SoFaygo,Ken Carson,Pink Heartz,168,Hip-Hop,Vapor Trap,142,A Major,2022/11/11
2023/02/21,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/21,Out,SoFaygo,,Pink Heartz,181,Hip-Hop,Vapor Trap,145,B Minor,2022/11/11
2023/02/21,Hell Yeah,SoFaygo,Ken Carson,Pink Heartz,168,Hip-Hop,Vapor Trap,142,A Major,2022/11/11
2023/02/21,Blitz V2,SoFaygo,,Pink Heartz,221,Hip-Hop,Vapor Trap,148,C# Major,2022/11/11
2023/02/21,Stay Awake,SoFaygo,Lil Uzi Vert,Pink Heartz,217,Hip-Hop,Vapor Trap,146,A# Minor,2022/11/11
2023/02/21,Turban,Yeat,,Up 2 Më,155,Hip-Hop,Vapor Trap,148,C# Major,2021/09/10
2023/02/21,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/21,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/21,Magnolia,Playboi Carti,,Playboi Carti,181,Hip-Hop,Trap,163,B Minor,2017/04/14
2023/02/21,Vamp Anthem,Playboi Carti,,Whole Lotta Red,124,Hip-Hop,Trap,164,B Major,2020/12/25
2023/02/22,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/22,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/22,R.I.P.,Playboi Carti,,Die Lit,192,Hip-Hop,Vapor Trap,140,G# Major,2018/05/11
2023/02/22,Rock N Roll,Ken Carson,,Project X,148,Hip-Hop,Vapor Trap,142,C# Major,2021/07/23
2023/02/22,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/22,Use Me,PLAZA,,Nocturnes,238,R&B,Alternative R&B,147,B Minor,2021/10/01
2023/02/22,Get Even,PLAZA,,Nocturnes,200,R&B,Alternative R&B,155,F Minor,2021/10/01
2023/02/22,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/22,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/22,Wicked Games,The Weeknd,,Trilogy,323,R&B,Alternative R&B,114,A Major,2012/11/13
2023/02/22,Over,PLAZA,,SHADOW,268,R&B,Alternative R&B,66,D Minor,2017/06/11
2023/02/22,Kinda Like It,Black Atlass,,Pain & Pleasure,265,R&B,Alternative R&B,83,B Minor,2018/07/12
2023/02/22,All Night,PLAZA,,One,201,R&B,Alternative R&B,113,A# Major,2016/08/29
2023/02/22,After Dollars Interlude,Lyfe Harris,,Nothing New,148,R&B,Trap Soul,97,F Minor,2021/02/10
2023/02/23,Rock N Roll,Ken Carson,,Project X,148,Hip-Hop,Vapor Trap,142,C# Major,2021/07/23
2023/02/23,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/23,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/23,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/23,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/23,AMERICAN MUSCLE,Thouxanbanfauni,,CLAIRVOYANCE,156,Hip-Hop,Vapor Trap,160,A# Minor,2020/07/21
2023/02/23,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/23,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/23,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
