Date_Listened,Song_Name,Artist,Feature_Artists,Album,Duration,Genre,Subgenre,Tempo_BPM,Key_Signature,Album_Release_Date
2023/02/23,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/23,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/23,Hell Yeah,SoFaygo,Ken Carson,Pink Heartz,168,Hip-Hop,Vapor Trap,142,A Major,2022/11/11
2023/02/23,Me Too,SoFaygo,,Pink Heartz,197,Hip-Hop,Vapor Trap,133,C# Minor,2022/11/11
2023/02/23,Goin Back,SoFaygo,,Pink Heartz,210,Hip-Hop,Vapor Trap,124,F Minor,2022/11/11
2023/02/23,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/23,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/23,Personal,PLAZA,,SHADOW,274,R&B,Alternative R&B,75,D# Minor,2017/06/11
2023/02/23,Run This,PLAZA,,SHADOW,233,R&B,Alternative R&B,114,D# Minor,2017/06/11
2023/02/23,It's Not Over,PLAZA,,Nocturnes,275,R&B,Alternative R&B,141,B Minor,2021/10/01
2023/02/23,Loft Music,The Weeknd,,Trilogy,363,R&B,Alternative R&B,172,F# Minor,2012/11/13
2023/02/23,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/23,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/23,Never Know,6LACK,,FREE 6LACK,249,R&B,Trap Soul,95,F Minor,2016/11/18
2023/02/23,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/23,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/23,Murda Musik (feat. Destroy Lonely),Ken Carson,Destroy Lonely,X,176,Hip-Hop,Vapor Trap,156,C# Major,2022/07/08
2023/02/24,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/24,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/24,Hell Yeah,SoFaygo,Ken Carson,Pink Heartz,168,Hip-Hop,Vapor Trap,142,A Major,2022/11/11
2023/02/24,Rock N Roll,Ken Carson,,Project X,148,Hip-Hop,Vapor Trap,142,C# Major,2021/07/23
2023/02/24,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/24,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/24,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/24,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/24,Cash Flow,TYuS,,Cash Flow,194,R&B,Trap Soul,99,G# Major,2015/11/24
2023/02/24,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/24,Replay,KayCyy,,Get Used To It ,182,Hip-Hop,Vapor Trap,130,B Minor,2022/06/02
2023/02/24,Freestyle 2,Ken Carson,,X,138,Hip-Hop,Vapor Trap,96,C# Minor,2022/07/08
2023/02/24,NOSTYLIST,Destroy Lonely,,NO STYLIST,180,Hip-Hop,Vapor Trap,160,B Minor,2022/08/12
2023/02/24,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/24,Heartbreaker,Tilladre,,Heartbreaker,234,R&B,Alternative R&B,82,A Major,2020/08/28
2023/02/24,The Fall,The Weeknd,,Trilogy,345,R&B,Alternative R&B,75,C# Major,2012/11/13
2023/02/24,Chemtrails Over The Country Club,Lana Del Rey,,Chemtrails Over The Country Club,271,Pop,Indie Pop,201,E Minor,2021/03/19
2023/02/24,It's Lifted,Robb Bank$,Trippie Redd,It's Lifted,142,Hip-Hop,Vapor Trap,122,A# Minor,2022/03/14
2023/02/24,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/24,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/24,Too Many Times,Norman Perry,,XX2,200,R&B,Trap Soul,102,D Major,2018/10/02
2023/02/24,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/24,I Want Her Too,Artie J,,Emotional Indulgence,172,R&B,Trap Soul,90,B Minor,2021/10/08
2023/02/24,DHL,Frank Ocean,,DHL,268,R&B,Experimental R&B,123,E Minor,2019/10/19
2023/02/24,Novacane,Frank Ocean,,Novacane,302,R&B,Contemporary R&B,94,D# Major,2011/01/01
2023/02/24,Murda Musik (feat. Destroy Lonely),Ken Carson,Destroy Lonely,X,176,Hip-Hop,Vapor Trap,156,C# Major,2022/07/08
2023/02/24,All Night,PLAZA,,One,201,R&B,Alternative R&B,113,A# Major,2016/08/29
2023/02/24,Fly Gyal,Artie J,,Emotional Indulgence,180,R&B,Trap Soul,140,B Minor,2021/10/08
2023/02/24,More 2 Us,TYuS,,More 2 Us,228,R&B,Trap Soul,74,F# Minor,2020/06/16
2023/02/25,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/25,Sky,Playboi Carti,,Whole Lotta Red,193,Hip-Hop,Vapor Trap,140,D Major,2020/12/25
2023/02/25,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/25,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/25,Free,6LACK,,FREE 6LACK,263,R&B,Trap Soul,124,D Major,2016/11/18
2023/02/25,MTFU,6LACK,,FREE 6LACK,208,R&B,Trap Soul,112,A# Minor,2016/11/18
2023/02/25,DOMINO,Thouxanbanfauni,,CLAIRVOYANCE,122,Hip-Hop,Vapor Trap,133,G Minor,2020/07/21
2023/02/25,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/25,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/25,POA,Future,,FUTURE,248,Hip-Hop,Trap,148,B Minor,2017/06/30
2023/02/25,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/25,Wus Good / Curious,PARTYNEXTDOOR,,PARTYNEXTDOOR,212,R&B,Trap Soul,83,B Major,2013/07/01
2023/02/25,Still Alive,PLAZA,,Nocturnes,198,R&B,Alternative R&B,147,G Minor,2021/10/01
2023/02/25,Waterfalls,LVNDVN,,Moon Lit District,214,R&B,Alternative R&B,151,A Minor,2017/09/15
2023/02/25,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/25,WEST DISTRICT,PARTYNEXTDOOR,,PARTYPACK,303,R&B,Trap Soul,95,C# Major,2020/10/16
2023/02/25,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/25,Moon Lit District,LVNDVN,,Moon Lit District,295,R&B,Alternative R&B,112,A# Minor,2017/09/15
2023/02/25,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/25,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/25,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/25,Loft Music,The Weeknd,,Trilogy,363,R&B,Alternative R&B,172,F# Minor,2012/11/13
2023/02/25,Tell Your Friends,The Weeknd,,Beauty Behind The Madness,334,R&B,Contemporary R&B,75,C# Minor,2015/08/28
2023/02/25,Break From Toronto,PARTYNEXTDOOR,,PARTYNEXTDOOR,99,R&B,Trap Soul,117,A Major,2013/07/01
2023/02/25,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/25,The Fall,The Weeknd,,Trilogy,345,R&B,Alternative R&B,75,C# Major,2012/11/13
2023/02/25,Often,The Weeknd,,Beauty Behind The Madness,249,R&B,Alternative R&B,134,G Minor,2015/08/28
2023/02/25,Lie To Me,Black Atlass,,Dream Awake,210,R&B,Alternative R&B,158,B Minor,2020/04/03
2023/02/25,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/25,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/25,FALLING,Che Ecru,,PREJECTION,134,R&B,Indie R&B,100,B Minor,2020/05/15
2023/02/25,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/25,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/25,Use Me,PLAZA,,Nocturnes,238,R&B,Alternative R&B,147,B Minor,2021/10/01
2023/02/25,The Party & The After Party,The Weeknd,,Trilogy,459,R&B,Alternative R&B,204,F Minor,2012/11/13
2023/02/25,WEST DISTRICT,PARTYNEXTDOOR,,PARTYPACK,303,R&B,Trap Soul,95,C# Major,2020/10/16
2023/02/25,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/25,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/25,Bring It Back (with Mike WiLL Made-It feat. Drake),Trouble,"Mike WiLL Made-It, Drake",Edgewood (41E Edition),255,Hip-Hop,Trap,152,F# Minor,2018/10/26
2023/02/25,Salty,Lyfe Harris,,Since We're Here,134,R&B,Trap Soul,94,C# Minor,2020/04/04
2023/02/25,Heartbreaker,Tilladre,,Heartbreaker,234,R&B,Alternative R&B,82,A Major,2020/08/28
2023/02/25,Still Alive,PLAZA,,Nocturnes,198,R&B,Alternative R&B,147,G Minor,2021/10/01
2023/02/25,Twenty Eight,The Weeknd,,Trilogy,258,R&B,Alternative R&B,130,D# Minor,2012/11/13
2023/02/25,Locations,LVNDVN,,HYPRWRLD,219,R&B,Alternative R&B,92,B Minor,2019/04/12
2023/02/25,Cash Flow,TYuS,,Cash Flow,194,R&B,Trap Soul,99,G# Major,2015/11/24
2023/02/26,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/26,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/26,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/26,Hold you up (feat. Annahstasia & Steven Bamidele),KayCyy,"Annahstasia, Steven Bamidele",Get Used To It ,236,Soul,Alternative Soul,200,A# Minor,2022/06/02
2023/02/26,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/26,MEDICINE,Lyfe Harris,,ENIGMA,163,R&B,Trap Soul,85,F# Minor,2022/02/18
2023/02/26,Rock N Roll,Ken Carson,,Project X,148,Hip-Hop,Vapor Trap,142,C# Major,2021/07/23
2023/02/26,Shotgun,Future,,SAVE ME,258,R&B,Trap Soul,128,D Major,2019/06/07
2023/02/26,NOSTYLIST,Destroy Lonely,,NO STYLIST,180,Hip-Hop,Vapor Trap,160,B Minor,2022/08/12
2023/02/26,Distorted Records,A$AP Rocky,,TESTING,140,Hip-Hop,Experimental Hip-Hop,136,C# Minor,2018/05/25
2023/02/26,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/26,R.I.P.,Playboi Carti,,Die Lit,192,Hip-Hop,Vapor Trap,140,G# Major,2018/05/11
2023/02/26,Uncontrollable,Artie J,,Emotional Indulgence,141,R&B,Trap Soul,112,A# Major,2021/10/08
2023/02/26,More 2 Us,TYuS,,More 2 Us,228,R&B,Trap Soul,74,F# Minor,2020/06/16
2023/02/26,Phone Me,Che Ecru,,Phone Me,134,R&B,Indie R&B,87,B Minor,2019/06/27
2023/02/26,Full Speed Ahead,Lyfe Harris,,Nothing New,176,R&B,Trap Soul,154,G Minor,2021/02/10
2023/02/26,Mission,Norman Perry,,Way Darker This Time,127,R&B,Trap Soul,136,F# Minor,2020/04/10
2023/02/26,Endless,Hiddenhillsforever,,Hell Of A Night,208,Hip-Hop,Trap,157,D Major,2021/05/07
2023/02/26,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/26,Dan Marino Freestyle,Lyfe Harris,,Dan Marino Freestyle,155,Hip-Hop,Trap,94,F Minor,2021/06/23
2023/02/26,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/26,Between Us (feat. 21 Savage),TYuS,21 Savage,Between Us (feat. 21 Savage),263,R&B,Trap Soul,111,C# Major,2017/06/30
2023/02/26,WAIT FOR U (feat. Drake & Tems),Future,"Drake, Tems",I NEVER LIKED YOU,189,Hip-Hop,Trap,83,C# Major,2022/04/29
2023/02/26,Rebel,Norman Perry,,Way Darker This Time,153,R&B,Trap Soul,125,D# Minor,2020/04/10
2023/02/26,Lie To Me,Black Atlass,,Dream Awake,210,R&B,Alternative R&B,158,B Minor,2020/04/03
2023/02/26,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/26,404,Lyfe Harris,,ENIGMA,156,R&B,Trap Soul,89,G Major,2022/02/18
2023/02/26,Over,PLAZA,,SHADOW,268,R&B,Alternative R&B,66,D Minor,2017/06/11
2023/02/26,Personal,PLAZA,,SHADOW,274,R&B,Alternative R&B,75,D# Minor,2017/06/11
2023/02/26,Karma,PLAZA,,SHADOW,305,R&B,Alternative R&B,121,F# Minor,2017/06/11
2023/02/26,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/26,Run This,PLAZA,,SHADOW,233,R&B,Alternative R&B,114,D# Minor,2017/06/11
2023/02/26,White Dress,Lana Del Rey,,Chemtrails Over The Country Club,333,Pop,Indie Pop,123,C Major,2021/03/19
2023/02/26,Party Monster,The Weeknd,,Starboy,249,Pop,Electropop,78,C# Major,2016/11/25
2023/02/26,STAY RIGHT HERE,Lyfe Harris,,ENIGMA,168,R&B,Trap Soul,140,E Minor,2022/02/18
2023/02/26,Crash,PLAZA,,Crash,231,R&B,Alternative R&B,118,G Minor,2022/02/25
2023/02/26,Never Know,6LACK,,FREE 6LACK,249,R&B,Trap Soul,95,F Minor,2016/11/18
2023/02/26,Don't Panic,Lyfe Harris,,Don't Panic,112,R&B,Trap Soul,108,A# Minor,2020/01/06
2023/02/26,The Zone,The Weeknd,Drake,Trilogy,418,R&B,Alternative R&B,140,D# Minor,2012/11/13
2023/02/26,Like That,Norman Perry,,XX2,240,R&B,Trap Soul,90,B Minor,2018/10/02
2023/02/26,Belong To The World,The Weeknd,,Kiss Land,307,R&B,Alternative R&B,121,F Minor,2013/01/01
2023/02/26,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/26,Too Many Times,Norman Perry,,XX2,200,R&B,Trap Soul,102,D Major,2018/10/02
2023/02/26,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/26,Diamond,Norman Perry,,XX2,134,R&B,Trap Soul,129,C# Minor,2018/10/02
2023/02/26,Moon Lit District,LVNDVN,,Moon Lit District,295,R&B,Alternative R&B,112,A# Minor,2017/09/15
2023/02/26,Reason,PLAZA,,One,241,R&B,Alternative R&B,174,C Major,2016/08/29
2023/02/26,The Knowing,The Weeknd,,Trilogy,340,R&B,Alternative R&B,86,F# Minor,2012/11/13
2023/02/26,Sainted,Norman Perry,,Way Darker This Time,192,R&B,Trap Soul,140,G Minor,2020/04/10
2023/02/26,Use Me,PLAZA,,Nocturnes,238,R&B,Alternative R&B,147,B Minor,2021/10/01
2023/02/26,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/26,Still Alive,PLAZA,,Nocturnes,198,R&B,Alternative R&B,147,G Minor,2021/10/01
2023/02/26,WEST DISTRICT,PARTYNEXTDOOR,,PARTYPACK,303,R&B,Trap Soul,95,C# Major,2020/10/16
2023/02/26,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/27,Hell Yeah,SoFaygo,Ken Carson,Pink Heartz,168,Hip-Hop,Vapor Trap,142,A Major,2022/11/11
2023/02/27,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/27,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/27,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/27,Tell Your Friends,The Weeknd,,Beauty Behind The Madness,334,R&B,Contemporary R&B,75,C# Minor,2015/08/28
2023/02/27,Find Her,Lyfe Harris,,Nothing New,133,R&B,Trap Soul,89,F# Minor,2021/02/10
2023/02/27,The Party & The After Party,The Weeknd,,Trilogy,459,R&B,Alternative R&B,204,F Minor,2012/11/13
2023/02/27,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
2023/02/27,Water,PLAZA,,One,181,R&B,Alternative R&B,104,C# Minor,2016/08/29
2023/02/27,I Want Her Too,Artie J,,Emotional Indulgence,172,R&B,Trap Soul,90,B Minor,2021/10/08
2023/02/27,Live For,The Weeknd,Drake,Kiss Land,222,R&B,Alternative R&B,76,C Major,2013/01/01
2023/02/27,Government Official,Future,,SAVE ME,150,Hip-Hop,Trap,145,C# Major,2019/06/07
2023/02/27,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/27,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,"A$AP Rocky, Playboi Carti",Lust for Life,260,Pop,Indie Pop,135,C# Major,2017/07/21
2023/02/27,You Know,Lyfe Harris,,Nothing New,179,R&B,Trap Soul,89,F Minor,2021/02/10
2023/02/27,PRBLMS,6LACK,,FREE 6LACK,246,R&B,Trap Soul,69,A Major,2016/11/18
2023/02/27,Pretty Little Fears (feat. J. Cole),6LACK,J. Cole,East Atlanta Love Letter,240,R&B,Trap Soul,192,A Major,2018/09/14
2023/02/27,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/27,Often,The Weeknd,,Beauty Behind The Madness,249,R&B,Alternative R&B,134,G Minor,2015/08/28
2023/02/27,Doll House,Lyfe Harris,,Since We're Here,135,R&B,Trap Soul,108,G Major,2020/04/04
2023/02/27,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/27,Hold Up,PLAZA,,One,182,R&B,Alternative R&B,127,D Minor,2016/08/29
2023/02/28,Transparency,SoFaygo,,Pink Heartz,148,Hip-Hop,Vapor Trap,149,D Major,2022/11/11
2023/02/28,Borrow,KayCyy,,Get Used To It ,126,Hip-Hop,Vapor Trap,125,G# Major,2022/06/02
2023/02/28,Long Time - Intro,Playboi Carti,,Die Lit,211,Hip-Hop,Vapor Trap,144,E Minor,2018/05/11
2023/02/28,Endless,Hiddenhillsforever,,Hell Of A Night,208,Hip-Hop,Trap,157,D Major,2021/05/07
2023/02/28,Miss The Rage (feat. Playboi Carti),Trippie Redd,Playboi Carti,Trip At Knight (Complete Edition),236,Hip-Hop,Vapor Trap,77,G# Major,2021/08/21
2023/02/28,Bentley Keys,Lyfe Harris,,Bentley Keys,145,R&B,Trap Soul,108,F Minor,2020/10/23
2023/02/28,Decisions,Lyfe Harris,,Decisions,168,R&B,Trap Soul,110,F# Minor,2020/02/17
2023/02/28,Hamptons,Lyfe Harris,,Hamptons,168,R&B,Trap Soul,97,C# Minor,2020/09/24
2023/02/28,Recognize (feat. Drake),PARTYNEXTDOOR,Drake,PARTYNEXTDOOR TWO,311,R&B,Trap Soul,120,D Major,2014/07/29
2023/02/28,Glock Six - Bonus,6LACK,,FREE 6LACK,190,R&B,Trap Soul,83,B Minor,2016/11/18
2023/02/28,Crash,PLAZA,,Crash,231,R&B,Alternative R&B,118,G Minor,2022/02/25
2023/02/28,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
2023/02/28,THE SUN,KayCyy,Gesaffelstein,TW20 50,188,Hip-Hop,Vapor Trap,133,G# Major,2022/03/11
2023/02/28,Love You Again,PLAZA,,SHADOW,281,R&B,Alternative R&B,138,B Minor,2017/06/11
2023/02/28,brand new,Alley,"Lev, Svi",brand new,212,R&B,Trap Soul,134,E Minor,2022/01/28
2023/02/28,Bad Neighbors,K. Forest,,Welcome to the Wildfire,160,R&B,Contemporary R&B,120,D# Minor,2021/03/19
2023/02/28,Kiss Land,The Weeknd,,Kiss Land,455,R&B,Alternative R&B,122,B Minor,2013/01/01
